instance,time,optimum,found,optimizer,backend,shots,optimizer_iteration,p
2,3.3705303219999223,2.0,True,cobyla,aer_simulator,200.0,1000,1
2,3.966272083000149,1.0,True,cobyla,aer_simulator,400.0,1000,1
2,4.269406449000144,1.0,True,cobyla,aer_simulator,600.0,1000,1
2,4.817994636000094,2.0,True,cobyla,aer_simulator,800.0,1000,1
2,5.449546550999912,2.0,True,cobyla,aer_simulator,1000.0,1000,1
3,9.325725338999746,1.0,True,cobyla,aer_simulator,,1000,1
3,13.985598051000125,1.0,True,cobyla,aer_simulator,,1000,2
3,10.254761516000144,1.0,True,cobyla,aer_simulator,,1000,1
3,32.39780854499986,1.0,True,nelder_mead,aer_simulator,,1000,1
3,43.37023600500015,1.0,True,spsa,aer_simulator,,1000,1
3,9.205067738000253,1.0,True,cobyla,aer_simulator,,250,1
3,8.788517677999607,1.0,True,cobyla,aer_simulator,,500,1
3,9.47035123500018,1.0,True,cobyla,aer_simulator,,750,1
3,9.165902122000261,1.0,True,cobyla,aer_simulator,,1000,1
3,3.238818055000138,1.0,True,cobyla,aer_simulator,200.0,1000,1
3,3.8383897139997316,1.0,True,cobyla,aer_simulator,400.0,1000,1
3,4.334353564000139,1.0,True,cobyla,aer_simulator,600.0,1000,1
3,4.7610273549998965,1.0,True,cobyla,aer_simulator,800.0,1000,1
3,4.785259232000044,1.0,True,cobyla,aer_simulator,1000.0,1000,1
4,8.708477957000014,1.0,True,cobyla,aer_simulator,,1000,1
4,15.666068912000355,1.0,True,cobyla,aer_simulator,,1000,2
4,9.085910421000335,1.0,True,cobyla,aer_simulator,,1000,1
4,23.31879857900003,1.0,True,nelder_mead,aer_simulator,,1000,1
4,42.961603248999836,1.0,True,spsa,aer_simulator,,1000,1
4,8.94462068499979,1.0,True,cobyla,aer_simulator,,250,1
4,9.336587909999707,1.0,True,cobyla,aer_simulator,,500,1
4,8.466512858999977,1.0,True,cobyla,aer_simulator,,750,1
4,9.84184475300026,1.0,True,cobyla,aer_simulator,,1000,1
4,3.663674786000229,3.0,True,cobyla,aer_simulator,200.0,1000,1
4,3.535677828000189,2.0,True,cobyla,aer_simulator,400.0,1000,1
4,4.13439702200003,1.0,True,cobyla,aer_simulator,600.0,1000,1
4,4.63493278299984,2.0,True,cobyla,aer_simulator,800.0,1000,1
4,4.637394474999837,3.0,True,cobyla,aer_simulator,1000.0,1000,1
5,9.24675983599991,1.0,True,cobyla,aer_simulator,,1000,1
5,14.822648442000173,1.0,True,cobyla,aer_simulator,,1000,2
5,9.179661506999764,1.0,True,cobyla,aer_simulator,,1000,1
5,20.38042299300014,1.0,True,nelder_mead,aer_simulator,,1000,1
5,43.26417216899972,1.0,True,spsa,aer_simulator,,1000,1
5,9.214997708000283,1.0,True,cobyla,aer_simulator,,250,1
5,8.97344735500019,1.0,True,cobyla,aer_simulator,,500,1
5,8.778598554999917,1.0,True,cobyla,aer_simulator,,750,1
5,8.195234226000139,1.0,True,cobyla,aer_simulator,,1000,1
5,3.5439582750000227,2.0,True,cobyla,aer_simulator,200.0,1000,1
5,3.849426742000105,2.0,True,cobyla,aer_simulator,400.0,1000,1
5,4.215140840000004,1.0,True,cobyla,aer_simulator,600.0,1000,1
5,5.160879275999832,2.0,True,cobyla,aer_simulator,800.0,1000,1
5,4.746165112000199,1.0,True,cobyla,aer_simulator,1000.0,1000,1
6,9.008712008000202,1.0,True,cobyla,aer_simulator,,1000,1
6,15.472575434999726,1.0,True,cobyla,aer_simulator,,1000,2
6,8.804980285000056,1.0,True,cobyla,aer_simulator,,1000,1
6,22.904869680000047,1.0,True,nelder_mead,aer_simulator,,1000,1
6,42.75311855600012,1.0,True,spsa,aer_simulator,,1000,1
6,10.269179348000307,1.0,True,cobyla,aer_simulator,,250,1
6,8.528874508000172,1.0,True,cobyla,aer_simulator,,500,1
6,9.399643952000133,1.0,True,cobyla,aer_simulator,,750,1
6,8.698070548000032,1.0,True,cobyla,aer_simulator,,1000,1
6,3.2955593820001923,1.0,True,cobyla,aer_simulator,200.0,1000,1
6,3.930193394000071,2.0,True,cobyla,aer_simulator,400.0,1000,1
6,3.8812962719998723,2.0,True,cobyla,aer_simulator,600.0,1000,1
6,4.861332018000212,2.0,True,cobyla,aer_simulator,800.0,1000,1
6,5.152986990000045,1.0,True,cobyla,aer_simulator,1000.0,1000,1
7,967.6760196659998,2.0,True,cobyla,aer_simulator,,1000,1
7,1354.1151427350005,2.0,True,cobyla,aer_simulator,,1000,2
7,979.9217130440002,2.0,True,cobyla,aer_simulator,,1000,1
8,507.82669791000006,2.0,True,cobyla,aer_simulator,,1000,1
8,607.495949072,2.0,True,cobyla,aer_simulator,,1000,2
8,519.6092694899999,2.0,True,cobyla,aer_simulator,,1000,1
8,1328.875271808,2.0,True,nelder_mead,aer_simulator,,1000,1
8,2644.5108241059997,2.0,True,spsa,aer_simulator,,1000,1
8,529.733996212999,2.0,True,cobyla,aer_simulator,,250,1
8,554.0254776869988,2.0,True,cobyla,aer_simulator,,500,1
8,543.5541708609999,2.0,True,cobyla,aer_simulator,,750,1
8,511.17287303100056,2.0,True,cobyla,aer_simulator,,1000,1
8,165.05760347000069,3.0,True,cobyla,aer_simulator,200.0,1000,1
8,179.05519903999993,7.0,True,cobyla,aer_simulator,400.0,1000,1
8,245.67683690599915,2.0,True,cobyla,aer_simulator,600.0,1000,1
8,177.5227070459987,7.0,True,cobyla,aer_simulator,800.0,1000,1
9,241.51393765299997,2.0,True,cobyla,aer_simulator,,1000,1
9,278.01560632099995,2.0,True,cobyla,aer_simulator,,1000,2
9,229.1591231069999,2.0,True,cobyla,aer_simulator,,1000,1
9,458.76095690500006,2.0,True,nelder_mead,aer_simulator,,1000,1
9,1068.6865315759997,2.0,True,spsa,aer_simulator,,1000,1
9,212.14485631099978,3.0,True,cobyla,aer_simulator,,250,1
9,220.72971970800063,2.0,True,cobyla,aer_simulator,,500,1
9,227.32787946699955,2.0,True,cobyla,aer_simulator,,750,1
9,213.5144640010003,2.0,True,cobyla,aer_simulator,,1000,1
9,66.67176543200003,54.0,True,cobyla,aer_simulator,200.0,1000,1
9,65.32791807600006,36.0,True,cobyla,aer_simulator,400.0,1000,1
9,68.26227812399975,5.0,True,cobyla,aer_simulator,600.0,1000,1
9,77.13579327999923,20.0,True,cobyla,aer_simulator,800.0,1000,1
9,66.88990023499991,7.0,True,cobyla,aer_simulator,1000.0,1000,1
10,444.68126539900004,2.0,True,cobyla,aer_simulator,,1000,1
10,542.1512149910013,3.0,True,cobyla,aer_simulator,,1000,2
10,420.83951664399865,2.0,True,cobyla,aer_simulator,,1000,1
10,1042.9217510159997,2.0,True,nelder_mead,aer_simulator,,1000,1
10,2089.7941478720004,2.0,True,spsa,aer_simulator,,1000,1
10,365.53521428800013,2.0,True,cobyla,aer_simulator,,250,1
10,434.47846907499843,2.0,True,cobyla,aer_simulator,,500,1
10,470.66879513000094,2.0,True,cobyla,aer_simulator,,750,1
10,470.71845929700066,2.0,True,cobyla,aer_simulator,,1000,1
10,141.5291229309987,28.0,True,cobyla,aer_simulator,200.0,1000,1
10,129.61597457899916,31.0,True,cobyla,aer_simulator,400.0,1000,1
10,129.75865999099915,12.0,True,cobyla,aer_simulator,600.0,1000,1
10,146.31171423100022,5.0,True,cobyla,aer_simulator,800.0,1000,1
10,149.89685517500038,13.0,True,cobyla,aer_simulator,1000.0,1000,1
11,1115.348038103,2.0,True,cobyla,aer_simulator,,1000,1
11,1769.2297402200002,2.0,True,cobyla,aer_simulator,,1000,2
11,968.7469699820003,2.0,True,cobyla,aer_simulator,,1000,1
